Name,Class,Direction,Time
E_19365,truck,route_8,1305.899728

E_19378,truck,route_6,1306.2669233

E_19454,truck,route_7,1310.1248518

E_19435,car,route_6,1310.2715633

E_19462,truck,route_7,1310.3446809

E_19469,car,route_6,1311.3693018

E_19480,car,route_8,1311.4423682

E_19518,motorcycle,route_6,1313.1967707000001

E_19540,motorcycle,route_6,1313.6377237

E_19568,motorcycle,route_6,1314.5861457

E_19590,motorcycle,route_6,1315.3170577

E_19623,car,route_6,1316.4806415

E_19633,car,route_6,1316.6304451

E_19612,truck,route_8,1316.7757667

E_19608,car,route_6,1318.5238763

E_19702,motorcycle,route_8,1319.1841548

E_19555,truck,route_6,1320.4229884

E_19736,car,route_7,1320.7858998

E_19687,car,route_8,1320.9345225

E_19744,car,route_7,1321.0796335

E_19763,car,route_8,1321.7334912000001

E_19764,car,route_6,1321.733507

E_19803,motorcycle,route_7,1323.7030476

E_19800,car,route_6,1323.8488568

E_19813,car,route_6,1324.0720997

E_19817,car,route_6,1324.2173474

E_19845,truck,route_8,1325.456883

E_19882,car,route_6,1327.2833767

E_19919,motorcycle,route_8,1328.5189936

E_19942,car,route_6,1329.2453845

E_19955,car,route_7,1330.04384

E_19948,car,route_6,1330.3348342

E_19957,car,route_8,1330.8469502

E_20009,car,route_6,1333.0251855

E_20018,car,route_6,1333.1718179

E_20013,car,route_7,1333.8269753

E_20057,truck,route_8,1334.9930637

E_20028,car,route_6,1335.797949

E_20083,car,route_7,1336.3093832

E_20108,car,route_7,1337.620835

E_20113,car,route_7,1338.4228082

E_20140,bus,route_7,1339.0758857

E_20142,bus,route_7,1339.3688061

E_20149,bus,route_7,1339.5862817

E_20163,bus,route_7,1340.0970637

E_20156,car,route_8,1340.3174035

E_20204,truck,route_7,1342.8023236

E_20225,truck,route_8,1343.2370633

E_20284,truck,route_6,1345.7116506

E_20285,truck,route_8,1345.711667

E_20289,truck,route_8,1345.8565812

E_20308,car,route_7,1347.0255409

E_20361,car,route_6,1349.7957691

E_20362,car,route_7,1350.0174746

E_20437,car,route_6,1354.5941252

E_20448,car,route_7,1355.6161622

E_20443,bus,route_8,1356.9258089

E_20478,motorcycle,route_7,1357.7287165

E_20524,bus,route_8,1360.9377094

E_20518,truck,route_6,1361.301642

E_20534,truck,route_6,1361.8093382

E_20539,car,route_7,1361.9546711

E_20724,car,route_7,1384.484182

E_20758,motorcycle,route_7,1386.8922183

E_20932,car,route_7,1407.0246727

E_20997,car,route_6,1419.1136299

E_20998,motorcycle,route_7,1419.3293661

E_21004,car,route_6,1420.2784233

E_21165,motorcycle,route_7,1436.2280315

E_21175,motorcycle,route_7,1437.3935618

E_21240,motorcycle,route_7,1442.7873073

E_21477,car,route_7,1455.4171061

E_21487,car,route_7,1456.4410110000001

E_21523,car,route_7,1457.2450114

E_22143,car,route_7,1502.6046271

E_22168,car,route_7,1504.0632908

E_22173,car,route_7,1504.4251841

E_22294,car,route_7,1517.7034958

E_22310,car,route_7,1517.9196448

E_22365,car,route_7,1522.808389

E_22454,car,route_7,1527.331984

E_22491,car,route_7,1528.5681409000001

E_22531,car,route_7,1531.4792036

E_22612,motorcycle,route_7,1535.7917503

E_22698,car,route_7,1541.2686106

E_23290,car,route_7,1587.9589053

E_23293,car,route_7,1588.1047117

E_23469,car,route_6,1603.0506215

E_23473,car,route_6,1603.4142745

E_23475,car,route_6,1603.5601621

E_23540,car,route_7,1609.3158228

E_23586,bus,route_7,1615.5817682

E_23646,car,route_7,1621.7122738

E_23889,bus,route_8,1649.1388263

E_23955,car,route_7,1656.2856524

